LossTrain,LossVal,Accuracy
0.6931473016738892,0.10955746088176965,0.9522
0.6931473016738892,0.08856752902269363,0.9713
0.6931473016738892,0.08382727643474937,0.9686
0.6931473016738892,0.07287275601178407,0.9719
0.6931473016738892,0.06601075513288379,0.9786
0.6931473016738892,0.06264799834229053,0.9803
0.6931473016738892,0.061572570353746414,0.9742
0.6931473016738892,0.05560070835985243,0.9809
0.6931473016738892,0.05205595906823873,0.9807
0.6931473016738892,0.050524846957996486,0.9818
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6893484592437744,,
0.6931473016738892,,
0.6879518628120422,,
0.7041530013084412,,
0.6727564930915833,,
0.6391056180000305,,
0.6917320489883423,,
0.5847491025924683,,
0.5922484397888184,,
0.6438690423965454,,
0.4922221899032593,,
0.53743577003479,,
0.6144145727157593,,
0.6023268699645996,,
0.6318302154541016,,
0.6643346548080444,,
0.6633346676826477,,
0.6071634888648987,,
0.5744925141334534,,
0.6272134184837341,,
0.5479046106338501,,
0.502122163772583,,
0.6026890873908997,,
0.5502107739448547,,
0.5197941064834595,,
0.5648710131645203,,
0.5601386427879333,,
0.5449432134628296,,
0.5806074738502502,,
0.5234706997871399,,
0.5206054449081421,,
0.5813186764717102,,
0.5702108144760132,,
0.49856775999069214,,
0.542829692363739,,
0.5239076018333435,,
0.4816233813762665,,
0.5321664810180664,,
0.5250634551048279,,
0.6531221866607666,,
0.574668824672699,,
0.5428054928779602,,
0.5238833427429199,,
0.5235888957977295,,
0.4971412718296051,,
0.5665301084518433,,
0.5459189414978027,,
0.5139576196670532,,
0.5102309584617615,,
0.5056765079498291,,
0.4933444559574127,,
0.4984656274318695,,
0.5545687675476074,,
0.47559654712677,,
0.602022111415863,,
0.5166264772415161,,
0.5463820695877075,,
0.4756724536418915,,
0.4723367393016815,,
0.6244945526123047,,
0.566530168056488,,
0.49772244691848755,,
0.5008699297904968,,
0.49743783473968506,,
0.5064542293548584,,
0.5063298940658569,,
0.5039276480674744,,
0.5607198476791382,,
0.46081215143203735,,
0.5384098291397095,,
0.5682675838470459,,
0.46450886130332947,,
0.5084877610206604,,
0.43644437193870544,,
0.4989287257194519,,
0.4240199625492096,,
0.5427496433258057,,
0.6149354577064514,,
0.4944128394126892,,
0.5330921411514282,,
0.44071200489997864,,
0.46634432673454285,,
0.4929240047931671,,
0.47894883155822754,,
0.541389524936676,,
0.39860621094703674,,
