LossTrain,LossVal,Accuracy
0.6931473016738892,0.1612783406674862,0.9291
0.6931473016738892,0.15359156500548124,0.9471
0.6931473016738892,0.12747108571231366,0.9426
0.6931473016738892,0.1075443022698164,0.9587
0.6931473016738892,0.0947415030002594,0.9603
0.6931473016738892,0.08433542050421237,0.9728
0.6931473016738892,0.08399857619777322,0.9726
0.6931473016738892,0.09123377168551088,0.9573
0.6931473016738892,0.08162920141592622,0.9708
0.6931473016738892,0.0816357996687293,0.9668
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6931473016738892,,
0.6817507147789001,,
0.6841529607772827,,
0.6955495476722717,,
0.6875609755516052,,
0.6599632501602173,,
0.6723655462265015,,
0.6229804158210754,,
0.6115838289260864,,
0.5663883686065674,,
0.5738877058029175,,
0.5139673948287964,,
0.5721462368965149,,
0.5436188578605652,,
0.48548218607902527,,
0.5345187187194824,,
0.5467208027839661,,
0.4792211651802063,,
0.47213447093963623,,
0.4782174825668335,,
0.5909343957901001,,
0.5190431475639343,,
0.5603752732276917,,
0.6450720429420471,,
0.5131462812423706,,
0.5096321702003479,,
0.4617919623851776,,
0.546841025352478,,
0.5058853626251221,,
0.506524384021759,,
0.4758853018283844,,
0.5218399167060852,,
0.5041942596435547,,
0.5319921374320984,,
0.5976563096046448,,
0.5461798310279846,,
0.5612386465072632,,
0.5823366641998291,,
0.47728773951530457,,
0.42944544553756714,,
0.4098342955112457,,
0.5031443238258362,,
0.4535330533981323,,
0.45495548844337463,,
0.5321365594863892,,
0.5914831757545471,,
0.5728756189346313,,
0.5575100183486938,,
0.5321364402770996,,
0.47515395283699036,,
0.4659353196620941,,
0.5347553491592407,,
0.5237573981285095,,
0.4100307524204254,,
0.5003731846809387,,
0.5358611941337585,,
0.5774820446968079,,
0.5325573086738586,,
0.5558632016181946,,
0.48897868394851685,,
0.40424835681915283,,
0.6038554906845093,,
0.5562098026275635,,
0.5101009607315063,,
0.49610966444015503,,
0.5088105201721191,,
0.5154464244842529,,
0.5094196200370789,,
0.5323829650878906,,
0.44696319103240967,,
0.5000528693199158,,
0.4673299491405487,,
0.5187584161758423,,
0.520916223526001,,
0.5115253925323486,,
0.45493537187576294,,
0.4717698395252228,,
0.46990445256233215,,
0.4292895495891571,,
0.4429461359977722,,
0.5238276124000549,,
0.5181673765182495,,
0.517526388168335,,
0.3768852651119232,,
0.40702760219573975,,
0.47774869203567505,,
0.507891058921814,,
0.4771096110343933,,
0.4271496832370758,,
0.5032606720924377,,
0.42301619052886963,,
0.41886699199676514,,
0.501808226108551,,
0.5167429447174072,,
0.48744261264801025,,
0.47540247440338135,,
0.5495599508285522,,
0.5655206441879272,,
0.4159114956855774,,
0.41453707218170166,,
0.5011652112007141,,
0.6213292479515076,,
0.41852429509162903,,
0.4314936697483063,,
0.4796341061592102,,
0.4620085060596466,,
0.4608624577522278,,
0.5504137277603149,,
0.40470731258392334,,
0.42828992009162903,,
0.41246944665908813,,
0.48176610469818115,,
0.49355724453926086,,
0.43749845027923584,,
0.42946797609329224,,
0.41225945949554443,,
0.4936215579509735,,
0.5057071447372437,,
0.4260180592536926,,
0.47725605964660645,,
0.3787669241428375,,
0.47225499153137207,,
0.4550981819629669,,
0.5148057341575623,,
0.4729961156845093,,
0.44808194041252136,,
0.5537338852882385,,
0.42603808641433716,,
0.4845772683620453,,
0.554189145565033,,
0.4130125343799591,,
0.44797950983047485,,
0.547380268573761,,
0.5566871166229248,,
0.38539668917655945,,
0.5050038695335388,,
0.5051004886627197,,
0.5015859007835388,,
0.4419063925743103,,
0.3912413716316223,,
0.4397968649864197,,
0.4587787985801697,,
